"id","line_no","original_line","mutated_line","source_filepath"
"http_24",332,"else if (queryStart < lastChar && baseUrl.charAt(lastChar) != '&')","else if (queryStart <= lastChar && baseUrl.charAt(lastChar) != '&')","com/github/kevinsawicki/http/HttpRequest.java"
"http_25",332,"else if (queryStart < lastChar && baseUrl.charAt(lastChar) != '&')","else if (false && baseUrl.charAt(lastChar) != '&')","com/github/kevinsawicki/http/HttpRequest.java"
"http_26",332,"else if (queryStart < lastChar && baseUrl.charAt(lastChar) != '&')","else if (true && baseUrl.charAt(lastChar) != '&')","com/github/kevinsawicki/http/HttpRequest.java"
"http_27",332,"else if (queryStart < lastChar && baseUrl.charAt(lastChar) != '&')","else if (queryStart < lastChar && false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_28",332,"else if (queryStart < lastChar && baseUrl.charAt(lastChar) != '&')","else if (queryStart < lastChar && true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_29",334,"return result;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_30",320,"if (baseUrl.indexOf(':') + 2 == baseUrl.lastIndexOf('/'))","if (baseUrl.indexOf(':') - 2 == baseUrl.lastIndexOf('/'))","com/github/kevinsawicki/http/HttpRequest.java"
"http_31",320,"if (baseUrl.indexOf(':') + 2 == baseUrl.lastIndexOf('/'))","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_32",320,"if (baseUrl.indexOf(':') + 2 == baseUrl.lastIndexOf('/'))","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_33",322,"return result;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_34",914,"if (params == null || params.isEmpty())","if (false || params.isEmpty())","com/github/kevinsawicki/http/HttpRequest.java"
"http_35",914,"if (params == null || params.isEmpty())","if (true || params.isEmpty())","com/github/kevinsawicki/http/HttpRequest.java"
"http_36",914,"if (params == null || params.isEmpty())","if (params == null || false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_37",914,"if (params == null || params.isEmpty())","if (params == null || true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_38",915,"return baseUrl;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_39",927,"while (iterator.hasNext()) {","while (false) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_40",927,"while (iterator.hasNext()) {","while (true) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_41",933,"return result.toString();","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_42",949,"if (params == null || params.length == 0)","if (false || params.length == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_43",949,"if (params == null || params.length == 0)","if (true || params.length == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_44",949,"if (params == null || params.length == 0)","if (params == null || false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_45",949,"if (params == null || params.length == 0)","if (params == null || true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_46",950,"return baseUrl;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_47",952,"if (params.length % 2 != 0)","if (params.length * 2 != 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_48",952,"if (params.length % 2 != 0)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_49",952,"if (params.length % 2 != 0)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_50",963,"for (int i = 2; i < params.length; i += 2) {","for (int i = 2; i <= params.length; i += 2) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_51",963,"for (int i = 2; i < params.length; i += 2) {","for (int i = 2; false; i += 2) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_52",963,"for (int i = 2; i < params.length; i += 2) {","for (int i = 2; true; i += 2) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_53",965,"addParam(params[i], params[i + 1], result);","addParam(params[i], params[i - 1], result);","com/github/kevinsawicki/http/HttpRequest.java"
"http_54",968,"return result.toString();","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_55",836,"if (array instanceof Object[])","if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_56",836,"if (array instanceof Object[])","if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_57",837,"return Arrays.asList((Object[]) array);","return Collections.emptyList();","com/github/kevinsawicki/http/HttpRequest.java"
"http_58",841,"if (array instanceof int[])","if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_59",841,"if (array instanceof int[])","if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_60",843,"else if (array instanceof boolean[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_61",843,"else if (array instanceof boolean[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_62",845,"else if (array instanceof long[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_63",845,"else if (array instanceof long[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_64",847,"else if (array instanceof float[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_65",847,"else if (array instanceof float[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_66",849,"else if (array instanceof double[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_67",849,"else if (array instanceof double[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_68",851,"else if (array instanceof short[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_69",851,"else if (array instanceof short[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_70",853,"else if (array instanceof byte[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_71",853,"else if (array instanceof byte[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_72",855,"else if (array instanceof char[])","else if (false[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_73",855,"else if (array instanceof char[])","else if (true[])","com/github/kevinsawicki/http/HttpRequest.java"
"http_74",857,"return result;","return Collections.emptyList();","com/github/kevinsawicki/http/HttpRequest.java"
"http_75",2462,"return header(HEADER_AUTHORIZATION, authorization);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_76",1627,"return HTTP_BAD_REQUEST == code();","return false;","com/github/kevinsawicki/http/HttpRequest.java"
"http_77",1627,"return HTTP_BAD_REQUEST == code();","return true;","com/github/kevinsawicki/http/HttpRequest.java"
"http_78",1627,"return HTTP_BAD_REQUEST == code();","return true;","com/github/kevinsawicki/http/HttpRequest.java"
"http_79",2484,"return authorization(""Basic "" + Base64.encode(name + ':' + password));","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_80",1779,"return body(charset());","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_81",1765,"return output.toString(getValidCharset(charset));","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_82",1791,"output.set(body());","output.set(body());  // removed call to set()","com/github/kevinsawicki/http/HttpRequest.java"
"http_83",1792,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_84",1805,"output.set(body(charset));","output.set(body(charset));  // removed call to set()","com/github/kevinsawicki/http/HttpRequest.java"
"http_85",1806,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_86",1844,"return new BufferedInputStream(stream(), bufferSize);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_87",1712,"return bufferSize;","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_88",1698,"if (size < 1)","if (size <= 1)","com/github/kevinsawicki/http/HttpRequest.java"
"http_89",1698,"if (size < 1)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_90",1698,"if (size < 1)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_91",1701,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_92",1938,"return bufferedReader(charset());","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_93",1926,"return new BufferedReader(reader(charset), bufferSize);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_94",1745,"if (size > 0)","if (size >= 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_95",1745,"if (size > 0)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_96",1745,"if (size > 0)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_97",1746,"return new ByteArrayOutputStream(size);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_98",1748,"return new ByteArrayOutputStream();","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_99",1833,"return output.toByteArray();","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_100",2416,"return header(HEADER_CACHE_CONTROL);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_101",2319,"return parameter(HEADER_CONTENT_TYPE, PARAM_CHARSET);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_102",1682,"getConnection().setChunkedStreamingMode(size);","getConnection().  // removed call to setChunkedStreamingMode()","com/github/kevinsawicki/http/HttpRequest.java"
"http_103",1683,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_104",2685,"if (output == null)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_105",2685,"if (output == null)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_106",2686,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_107",2687,"if (multipart)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_108",2687,"if (multipart)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_109",2689,"if (ignoreCloseExceptions)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_110",2689,"if (ignoreCloseExceptions)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_111",2691,"output.close();","// removed call to close()","com/github/kevinsawicki/http/HttpRequest.java"
"http_112",2696,"output.close();","// removed call to close()","com/github/kevinsawicki/http/HttpRequest.java"
"http_113",2698,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_114",2710,"return closeOutput();","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_115",1560,"return getConnection().getResponseCode();","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_116",1576,"output.set(code());","output.set(code());  // removed call to set()","com/github/kevinsawicki/http/HttpRequest.java"
"http_117",1577,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_118",2054,"getConnection().setConnectTimeout(timeout);","getConnection().  // removed call to setConnectTimeout()","com/github/kevinsawicki/http/HttpRequest.java"
"http_119",2055,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_120",2389,"return header(HEADER_CONTENT_ENCODING);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_121",2560,"return intHeader(HEADER_CONTENT_LENGTH);","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_122",2580,"getConnection().setFixedLengthStreamingMode(contentLength);","getConnection().  // removed call to setFixedLengthStreamingMode()","com/github/kevinsawicki/http/HttpRequest.java"
"http_123",2581,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_124",2570,"return contentLength(Integer.parseInt(contentLength));","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_125",2551,"return header(HEADER_CONTENT_TYPE);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_126",2527,"return contentType(contentType, null);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_127",2538,"if (charset != null && charset.length() > 0) {","if (false && charset.length() > 0) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_128",2538,"if (charset != null && charset.length() > 0) {","if (true && charset.length() > 0) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_129",2538,"if (charset != null && charset.length() > 0) {","if (charset != null && charset.length() >= 0) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_130",2538,"if (charset != null && charset.length() > 0) {","if (charset != null && false) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_131",2538,"if (charset != null && charset.length() > 0) {","if (charset != null && true) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_132",2540,"return header(HEADER_CONTENT_TYPE, contentType + separator + charset);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_133",2542,"return header(HEADER_CONTENT_TYPE, contentType);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_134",2613,"return new CloseOperation<HttpRequest>(input, ignoreCloseExceptions) {","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_135",2639,"return new CloseOperation<HttpRequest>(input, ignoreCloseExceptions) {","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_136",1500,"if (httpProxyHost != null)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_137",1500,"if (httpProxyHost != null)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_138",1504,"connection.setRequestMethod(requestMethod);","// removed call to setRequestMethod()","com/github/kevinsawicki/http/HttpRequest.java"
"http_139",1505,"return connection;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_140",1494,"return new Proxy(HTTP, new InetSocketAddress(httpProxyHost, httpProxyPort));","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_141",1597,"return HTTP_CREATED == code();","return false;","com/github/kevinsawicki/http/HttpRequest.java"
"http_142",1597,"return HTTP_CREATED == code();","return true;","com/github/kevinsawicki/http/HttpRequest.java"
"http_143",1597,"return HTTP_CREATED == code();","return true;","com/github/kevinsawicki/http/HttpRequest.java"
"http_144",2407,"return dateHeader(HEADER_DATE);","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_145",2137,"return dateHeader(name, -1L);","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_146",2152,"return getConnection().getHeaderFieldDate(name, defaultValue);","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_147",1172,"return new HttpRequest(url, METHOD_DELETE);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_148",1203,"return delete(encode ? encode(url) : url);","return delete(false ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_149",1203,"return delete(encode ? encode(url) : url);","return delete(true ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_150",1203,"return delete(encode ? encode(url) : url);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_151",1224,"return delete(encode ? encode(url) : url);","return delete(false ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_152",1224,"return delete(encode ? encode(url) : url);","return delete(true ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_153",1224,"return delete(encode ? encode(url) : url);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_154",1183,"return new HttpRequest(url, METHOD_DELETE);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_155",1671,"getConnection().disconnect();","getConnection().  // removed call to disconnect()","com/github/kevinsawicki/http/HttpRequest.java"
"http_156",1672,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_157",2425,"return header(HEADER_ETAG);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_158",884,"if (port != -1)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_159",884,"if (port != -1)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_160",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (paramsStart >= 0 && paramsStart + 1 < encoded.length())","com/github/kevinsawicki/http/HttpRequest.java"
"http_161",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (false && paramsStart + 1 < encoded.length())","com/github/kevinsawicki/http/HttpRequest.java"
"http_162",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (true && paramsStart + 1 < encoded.length())","com/github/kevinsawicki/http/HttpRequest.java"
"http_163",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (paramsStart > 0 && paramsStart - 1 < encoded.length())","com/github/kevinsawicki/http/HttpRequest.java"
"http_164",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (paramsStart > 0 && paramsStart + 1 <= encoded.length())","com/github/kevinsawicki/http/HttpRequest.java"
"http_165",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (paramsStart > 0 && false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_166",891,"if (paramsStart > 0 && paramsStart + 1 < encoded.length())","if (paramsStart > 0 && true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_167",892,"encoded = encoded.substring(0, paramsStart + 1)","encoded = encoded.substring(0, paramsStart - 1)","com/github/kevinsawicki/http/HttpRequest.java"
"http_168",894,"return encoded;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_169",2434,"return dateHeader(HEADER_EXPIRES);","return 0;","com/github/kevinsawicki/http/HttpRequest.java"
"http_170",3256,"getConnection().setInstanceFollowRedirects(followRedirects);","getConnection().  // removed call to setInstanceFollowRedirects()","com/github/kevinsawicki/http/HttpRequest.java"
"http_171",3257,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_172",3127,"return form(name, value, CHARSET_UTF8);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_173",3145,"if (first) {","if (false) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_174",3145,"if (first) {","if (true) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_175",3152,"if (!first)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_176",3152,"if (!first)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_177",3153,"output.write('&');","// removed call to write()","com/github/kevinsawicki/http/HttpRequest.java"
"http_178",3155,"output.write('=');","// removed call to write()","com/github/kevinsawicki/http/HttpRequest.java"
"http_179",3156,"if (value != null)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_180",3156,"if (value != null)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_181",3161,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_182",3095,"return form(entry, CHARSET_UTF8);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_183",3111,"return form(entry.getKey(), entry.getValue(), charset);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_184",3081,"return form(values, CHARSET_UTF8);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_185",3174,"if (!values.isEmpty())","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_186",3174,"if (!values.isEmpty())","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_187",3177,"return this;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_188",980,"return new HttpRequest(url, METHOD_GET);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_189",1011,"return get(encode ? encode(url) : url);","return get(false ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_190",1011,"return get(encode ? encode(url) : url);","return get(true ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_191",1011,"return get(encode ? encode(url) : url);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_192",1032,"return get(encode ? encode(url) : url);","return get(false ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_193",1032,"return get(encode ? encode(url) : url);","return get(true ? encode(url) : url);","com/github/kevinsawicki/http/HttpRequest.java"
"http_194",1032,"return get(encode ? encode(url) : url);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_195",991,"return new HttpRequest(url, METHOD_GET);","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_196",1522,"if (connection == null)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_197",1522,"if (connection == null)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_198",1524,"return connection;","return null;","com/github/kevinsawicki/http/HttpRequest.java"
"http_199",2278,"if (value == null || value.length() == 0)","if (false || value.length() == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_200",2278,"if (value == null || value.length() == 0)","if (true || value.length() == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_201",2278,"if (value == null || value.length() == 0)","if (value == null || false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_202",2278,"if (value == null || value.length() == 0)","if (value == null || true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_203",2279,"return null;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_204",2282,"int start = value.indexOf(';') + 1;","int start = value.indexOf(';') - 1;","com/github/kevinsawicki/http/HttpRequest.java"
"http_205",2283,"if (start == 0 || start == length)","if (false || start == length)","com/github/kevinsawicki/http/HttpRequest.java"
"http_206",2283,"if (start == 0 || start == length)","if (true || start == length)","com/github/kevinsawicki/http/HttpRequest.java"
"http_207",2283,"if (start == 0 || start == length)","if (start == 0 || false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_208",2283,"if (start == 0 || start == length)","if (start == 0 || true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_209",2284,"return null;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_210",2287,"if (end == -1)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_211",2287,"if (end == -1)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_212",2290,"while (start < end) {","while (start <= end) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_213",2290,"while (start < end) {","while (false) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_214",2290,"while (start < end) {","while (true) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_215",2292,"if (nameEnd != -1 && nameEnd < end","if (false && nameEnd < end","com/github/kevinsawicki/http/HttpRequest.java"
"http_216",2292,"if (nameEnd != -1 && nameEnd < end","if (true && nameEnd < end","com/github/kevinsawicki/http/HttpRequest.java"
"http_217",2292,"if (nameEnd != -1 && nameEnd < end","if (nameEnd != -1 && nameEnd <= end","com/github/kevinsawicki/http/HttpRequest.java"
"http_218",2292,"if (nameEnd != -1 && nameEnd < end","if (nameEnd != -1 && false","com/github/kevinsawicki/http/HttpRequest.java"
"http_219",2292,"if (nameEnd != -1 && nameEnd < end","if (nameEnd != -1 && true","com/github/kevinsawicki/http/HttpRequest.java"
"http_220",2293,"&& paramName.equals(value.substring(start, nameEnd).trim())) {","&& false) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_221",2293,"&& paramName.equals(value.substring(start, nameEnd).trim())) {","&& true) {","com/github/kevinsawicki/http/HttpRequest.java"
"http_222",2294,"String paramValue = value.substring(nameEnd + 1, end).trim();","String paramValue = value.substring(nameEnd - 1, end).trim();","com/github/kevinsawicki/http/HttpRequest.java"
"http_223",2296,"if (valueLength != 0)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_224",2296,"if (valueLength != 0)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_225",2297,"if (valueLength > 2 && '""' == paramValue.charAt(0)","if (valueLength >= 2 && '""' == paramValue.charAt(0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_226",2297,"if (valueLength > 2 && '""' == paramValue.charAt(0)","if (false && '""' == paramValue.charAt(0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_227",2297,"if (valueLength > 2 && '""' == paramValue.charAt(0)","if (true && '""' == paramValue.charAt(0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_228",2297,"if (valueLength > 2 && '""' == paramValue.charAt(0)","if (valueLength > 2 && false","com/github/kevinsawicki/http/HttpRequest.java"
"http_229",2297,"if (valueLength > 2 && '""' == paramValue.charAt(0)","if (valueLength > 2 && true","com/github/kevinsawicki/http/HttpRequest.java"
"http_230",2298,"&& '""' == paramValue.charAt(valueLength - 1))","&& false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_231",2298,"&& '""' == paramValue.charAt(valueLength - 1))","&& true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_232",2299,"return paramValue.substring(1, valueLength - 1);","return paramValue.substring(1, valueLength + 1);","com/github/kevinsawicki/http/HttpRequest.java"
"http_233",2299,"return paramValue.substring(1, valueLength - 1);","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_234",2301,"return paramValue;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_235",2304,"start = end + 1;","start = end - 1;","com/github/kevinsawicki/http/HttpRequest.java"
"http_236",2306,"if (end == -1)","if (false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_237",2306,"if (end == -1)","if (true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_238",2310,"return null;","return """";","com/github/kevinsawicki/http/HttpRequest.java"
"http_239",2232,"if (header == null || header.length() == 0)","if (false || header.length() == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_240",2232,"if (header == null || header.length() == 0)","if (true || header.length() == 0)","com/github/kevinsawicki/http/HttpRequest.java"
"http_241",2232,"if (header == null || header.length() == 0)","if (header == null || false)","com/github/kevinsawicki/http/HttpRequest.java"
"http_242",2232,"if (header == null || header.length() == 0)","if (header == null || true)","com/github/kevinsawicki/http/HttpRequest.java"
"http_243",2236,"int start = header.indexOf(';') + 1;","int start = header.indexOf(';') - 1;","com/github/kevinsawicki/http/HttpRequest.java"
"http_244",2237,"if (start == 0 || start == headerLength)","if (false || start == headerLength)","com/github/kevinsawicki/http/HttpRequest.java"
"http_245",2237,"if (start == 0 || start == headerLength)","if (true || start == headerLength)","com/github/kevinsawicki/http/HttpRequest.java"
