"id","line_no","original_line","mutated_line","source_filepath"
"jexl_58",1660,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_59",1661,"jjtreeCloseNodeScope(jjtn001);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_60",1663,"jjtn001.jjtSetLastToken(getToken(0));","jjtn001.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_61",198,"jjtree.openNodeScope(jjtn000);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_62",199,"jjtreeOpenNodeScope(jjtn000);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_63",200,"jjtn000.jjtSetFirstToken(getToken(1));","jjtn000.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_64",204,"Annotation();","// removed call to Annotation()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_65",205,"if (jj_2_4(2147483647)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_66",205,"if (jj_2_4(2147483647)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_67",210,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_68",212,"Block();","// removed call to Block()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_69",216,"if (jj_2_5(1)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_70",216,"if (jj_2_5(1)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_71",217,"Statement();","// removed call to Statement()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_72",224,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_73",224,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_74",225,"jjtree.clearNodeScope(jjtn000);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_75",230,"if (jjte000 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_76",230,"if (jjte000 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_77",233,"if (jjte000 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_78",233,"if (jjte000 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_79",238,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_80",238,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_81",239,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_82",240,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_83",240,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_84",241,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_85",243,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_86",153,"jjtree.openNodeScope(jjtn000);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_87",154,"jjtreeOpenNodeScope(jjtn000);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_88",155,"jjtn000.jjtSetFirstToken(getToken(1));Token t;","jjtn000.jjtSetFirstToken(getToken(1));Token t;  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_89",158,"if (jj_2_3(2147483647)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_90",158,"if (jj_2_3(2147483647)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_91",159,"Arguments();","// removed call to Arguments()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_92",163,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_93",165,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_94",165,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_95",166,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_96",168,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_97",169,"jjtn000.setName(t.image);","// removed call to setName()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_98",171,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_99",171,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_100",172,"jjtree.clearNodeScope(jjtn000);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_101",177,"if (jjte000 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_102",177,"if (jjte000 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_103",180,"if (jjte000 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_104",180,"if (jjte000 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_105",185,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_106",185,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_107",186,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_108",187,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_109",187,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_110",188,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_111",190,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_112",3281,"jjtree.openNodeScope(jjtn000);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_113",3282,"jjtreeOpenNodeScope(jjtn000);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_114",3283,"jjtn000.jjtSetFirstToken(getToken(1));","jjtn000.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_115",3286,"if (jj_2_25(1)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_116",3286,"if (jj_2_25(1)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_117",3287,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_118",3290,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_119",3298,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_120",3305,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_121",3305,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_122",3306,"jjtree.clearNodeScope(jjtn000);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_123",3311,"if (jjte000 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_124",3311,"if (jjte000 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_125",3314,"if (jjte000 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_126",3314,"if (jjte000 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_127",3319,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_128",3319,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_129",3320,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_130",3321,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_131",3321,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_132",3322,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_133",3324,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_134",3950,"jjtree.openNodeScope(jjtn000);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_135",3951,"jjtreeOpenNodeScope(jjtn000);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_136",3952,"jjtn000.jjtSetFirstToken(getToken(1));","jjtn000.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_137",3957,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_138",3959,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_139",3968,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_140",3968,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_141",3969,"jjtree.clearNodeScope(jjtn000);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_142",3974,"if (jjte000 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_143",3974,"if (jjte000 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_144",3977,"if (jjte000 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_145",3977,"if (jjte000 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_146",3982,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_147",3982,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_148",3983,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_149",3984,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_150",3984,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_151",3985,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_152",3987,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_153",3068,"jjtree.openNodeScope(jjtn000);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_154",3069,"jjtreeOpenNodeScope(jjtn000);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_155",3070,"jjtn000.jjtSetFirstToken(getToken(1));","jjtn000.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_156",3073,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_157",3075,"ExtendedLiteral();","// removed call to ExtendedLiteral()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_158",3079,"if (jj_2_22(1)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_159",3079,"if (jj_2_22(1)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_160",3080,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_161",3083,"if (jj_2_21(2)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_162",3083,"if (jj_2_21(2)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_163",3088,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_164",3093,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_165",3096,"ExtendedLiteral();","// removed call to ExtendedLiteral()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_166",3105,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_167",3105,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_168",3106,"jjtree.clearNodeScope(jjtn000);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_169",3111,"if (jjte000 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_170",3111,"if (jjte000 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_171",3114,"if (jjte000 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_172",3114,"if (jjte000 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_173",3119,"if (jjtc000) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_174",3119,"if (jjtc000) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_175",3120,"jjtree.closeNodeScope(jjtn000, true);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_176",3121,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_177",3121,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_178",3122,"jjtreeCloseNodeScope(jjtn000);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_179",3124,"jjtn000.jjtSetLastToken(getToken(0));","jjtn000.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_180",971,"ConditionalExpression();","// removed call to ConditionalExpression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_181",974,"if (jj_2_18(2)) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_182",974,"if (jj_2_18(2)) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_183",978,"switch (jj_nt.kind) {","switch (jj_nt.kind) { // switch default changed to first case","org/apache/commons/jexl3/parser/Parser.java"
"jexl_184",983,"jjtree.openNodeScope(jjtn001);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_185",984,"jjtreeOpenNodeScope(jjtn001);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_186",985,"jjtn001.jjtSetFirstToken(getToken(1));","jjtn001.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_187",987,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_188",989,"if (jjtc001) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_189",989,"if (jjtc001) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_190",990,"jjtree.clearNodeScope(jjtn001);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_191",995,"if (jjte001 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_192",995,"if (jjte001 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_193",998,"if (jjte001 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_194",998,"if (jjte001 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_195",1003,"if (jjtc001) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_196",1003,"if (jjtc001) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_197",1004,"jjtree.closeNodeScope(jjtn001,  2);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_198",1005,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_199",1005,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_200",1006,"jjtreeCloseNodeScope(jjtn001);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_201",1008,"jjtn001.jjtSetLastToken(getToken(0));","jjtn001.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_202",1017,"jjtree.openNodeScope(jjtn002);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_203",1018,"jjtreeOpenNodeScope(jjtn002);","// removed call to jjtreeOpenNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_204",1019,"jjtn002.jjtSetFirstToken(getToken(1));","jjtn002.jjtSetFirstToken(getToken(1));  // removed call to jjtSetFirstToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_205",1021,"Expression();","// removed call to Expression()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_206",1023,"if (jjtc002) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_207",1023,"if (jjtc002) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_208",1024,"jjtree.clearNodeScope(jjtn002);","// removed call to clearNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_209",1029,"if (jjte002 instanceof ParseException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_210",1029,"if (jjte002 instanceof ParseException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_211",1032,"if (jjte002 instanceof RuntimeException) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_212",1032,"if (jjte002 instanceof RuntimeException) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_213",1037,"if (jjtc002) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_214",1037,"if (jjtc002) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_215",1038,"jjtree.closeNodeScope(jjtn002,  2);","// removed call to closeNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_216",1039,"if (jjtree.nodeCreated()) {","if (false) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_217",1039,"if (jjtree.nodeCreated()) {","if (true) {","org/apache/commons/jexl3/parser/Parser.java"
"jexl_218",1040,"jjtreeCloseNodeScope(jjtn002);","// removed call to jjtreeCloseNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_219",1042,"jjtn002.jjtSetLastToken(getToken(0));","jjtn002.jjtSetLastToken(getToken(0));  // removed call to jjtSetLastToken()","org/apache/commons/jexl3/parser/Parser.java"
"jexl_220",1051,"jjtree.openNodeScope(jjtn003);","// removed call to openNodeScope()","org/apache/commons/jexl3/parser/Parser.java"
