"id","line_no","original_line","mutated_line","source_filepath"
"jsou_19",584,"child.setSiblingIndex(childNodes.size() - 1);","child.setSiblingIndex(childNodes.size() + 1);","org/jsoup/nodes/Element.java"
"jsou_20",584,"child.setSiblingIndex(childNodes.size() - 1);","child.setSiblingIndex(childNodes.size() - 1);  // removed call to setSiblingIndex()","org/jsoup/nodes/Element.java"
"jsou_21",585,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_22",597,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_23",688,"return child;","return null;","org/jsoup/nodes/Element.java"
"jsou_24",1423,"if (element.tag.normalName().equals(""br""))","if (false)","org/jsoup/nodes/Element.java"
"jsou_25",1423,"if (element.tag.normalName().equals(""br""))","if (true)","org/jsoup/nodes/Element.java"
"jsou_26",1409,"if (preserveWhitespace(textNode.parentNode) || textNode instanceof CDataNode)","if (preserveWhitespace(textNode.parentNode) || false)","org/jsoup/nodes/Element.java"
"jsou_27",1409,"if (preserveWhitespace(textNode.parentNode) || textNode instanceof CDataNode)","if (preserveWhitespace(textNode.parentNode) || true)","org/jsoup/nodes/Element.java"
"jsou_28",1409,"if (preserveWhitespace(textNode.parentNode) || textNode instanceof CDataNode)","if (false)","org/jsoup/nodes/Element.java"
"jsou_29",1409,"if (preserveWhitespace(textNode.parentNode) || textNode instanceof CDataNode)","if (true)","org/jsoup/nodes/Element.java"
"jsou_30",1412,"StringUtil.appendNormalisedWhitespace(accum, text, TextNode.lastCharIsWhitespace(accum));","StringUtil.appendNormalisedWhitespace(accum, text, TextNode.lastCharIsWhitespace(accum));  // removed call to appendNormalisedWhitespace()","org/jsoup/nodes/Element.java"
"jsou_31",711,"Validate.notNull(text);","// removed call to notNull()","org/jsoup/nodes/Element.java"
"jsou_32",714,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_33",607,"Validate.notNull(parent);","// removed call to notNull()","org/jsoup/nodes/Element.java"
"jsou_34",609,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_35",1417,"if (element.tag.normalName().equals(""br"") && !TextNode.lastCharIsWhitespace(accum))","if (false && !TextNode.lastCharIsWhitespace(accum))","org/jsoup/nodes/Element.java"
"jsou_36",1417,"if (element.tag.normalName().equals(""br"") && !TextNode.lastCharIsWhitespace(accum))","if (true && !TextNode.lastCharIsWhitespace(accum))","org/jsoup/nodes/Element.java"
"jsou_37",1417,"if (element.tag.normalName().equals(""br"") && !TextNode.lastCharIsWhitespace(accum))","if (element.tag.normalName().equals(""br"") && !false)","org/jsoup/nodes/Element.java"
"jsou_38",1417,"if (element.tag.normalName().equals(""br"") && !TextNode.lastCharIsWhitespace(accum))","if (element.tag.normalName().equals(""br"") && !true)","org/jsoup/nodes/Element.java"
"jsou_39",1349,"if (node instanceof TextNode) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_40",1349,"if (node instanceof TextNode) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_41",1351,"} else if (node instanceof Element) {","} else if (false) {","org/jsoup/nodes/Element.java"
"jsou_42",1351,"} else if (node instanceof Element) {","} else if (true) {","org/jsoup/nodes/Element.java"
"jsou_43",1352,"appendNewlineIfBr((Element) node, accum);","appendNewlineIfBr((Element) node, accum);  // removed call to appendNewlineIfBr()","org/jsoup/nodes/Element.java"
"jsou_44",227,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_45",242,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_46",111,"if (attributes == null) // not using hasAttributes, as doesn't clear warning","if (false) // not using hasAttributes, as doesn't clear warning","org/jsoup/nodes/Element.java"
"jsou_47",111,"if (attributes == null) // not using hasAttributes, as doesn't clear warning","if (true) // not using hasAttributes, as doesn't clear warning","org/jsoup/nodes/Element.java"
"jsou_48",113,"return attributes;","return null;","org/jsoup/nodes/Element.java"
"jsou_49",118,"return searchUpForAttribute(this, BaseUriKey);","return """";","org/jsoup/nodes/Element.java"
"jsou_50",765,"return (Element) super.before(html);","return null;","org/jsoup/nodes/Element.java"
"jsou_51",776,"return (Element) super.before(node);","return null;","org/jsoup/nodes/Element.java"
"jsou_52",297,"return childElementsList().get(index);","return null;","org/jsoup/nodes/Element.java"
"jsou_53",333,"if (childNodeSize() == 0)","if (false)","org/jsoup/nodes/Element.java"
"jsou_54",333,"if (childNodeSize() == 0)","if (true)","org/jsoup/nodes/Element.java"
"jsou_55",334,"return EmptyChildren; // short circuit creating empty","return Collections.emptyList(); // short circuit creating empty","org/jsoup/nodes/Element.java"
"jsou_56",337,"if (shadowChildrenRef == null || (children = shadowChildrenRef.get()) == null) {","if (false || (children = shadowChildrenRef.get()) == null) {","org/jsoup/nodes/Element.java"
"jsou_57",337,"if (shadowChildrenRef == null || (children = shadowChildrenRef.get()) == null) {","if (true || (children = shadowChildrenRef.get()) == null) {","org/jsoup/nodes/Element.java"
"jsou_58",337,"if (shadowChildrenRef == null || (children = shadowChildrenRef.get()) == null) {","if (shadowChildrenRef == null || false) {","org/jsoup/nodes/Element.java"
"jsou_59",337,"if (shadowChildrenRef == null || (children = shadowChildrenRef.get()) == null) {","if (shadowChildrenRef == null || true) {","org/jsoup/nodes/Element.java"
"jsou_60",341,"for (int i = 0; i < size; i++) {","for (int i = 0; i <= size; i++) {","org/jsoup/nodes/Element.java"
"jsou_61",341,"for (int i = 0; i < size; i++) {","for (int i = 0; false; i++) {","org/jsoup/nodes/Element.java"
"jsou_62",341,"for (int i = 0; i < size; i++) {","for (int i = 0; true; i++) {","org/jsoup/nodes/Element.java"
"jsou_63",343,"if (node instanceof Element)","if (false)","org/jsoup/nodes/Element.java"
"jsou_64",343,"if (node instanceof Element)","if (true)","org/jsoup/nodes/Element.java"
"jsou_65",348,"return children;","return Collections.emptyList();","org/jsoup/nodes/Element.java"
"jsou_66",138,"return childNodes.size();","return 0;","org/jsoup/nodes/Element.java"
"jsou_67",324,"return new Elements(childElementsList());","return null;","org/jsoup/nodes/Element.java"
"jsou_68",312,"return childElementsList().size();","return 0;","org/jsoup/nodes/Element.java"
"jsou_69",1521,"return attr(""class"").trim();","return """";","org/jsoup/nodes/Element.java"
"jsou_70",1535,"return classNames;","return Collections.emptySet();","org/jsoup/nodes/Element.java"
"jsou_71",1544,"Validate.notNull(classNames);","// removed call to notNull()","org/jsoup/nodes/Element.java"
"jsou_72",1545,"if (classNames.isEmpty()) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_73",1545,"if (classNames.isEmpty()) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_74",1546,"attributes().remove(""class"");","attributes().  // removed call to remove()","org/jsoup/nodes/Element.java"
"jsou_75",1550,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_76",1786,"if (attributes != null) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_77",1786,"if (attributes != null) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_78",1791,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_79",1764,"return (Element) super.clone();","return null;","org/jsoup/nodes/Element.java"
"jsou_80",508,"return closest(QueryParser.parse(cssQuery));","return null;","org/jsoup/nodes/Element.java"
"jsou_81",519,"Validate.notNull(evaluator);","// removed call to notNull()","org/jsoup/nodes/Element.java"
"jsou_82",523,"if (evaluator.matches(root, el))","if (false)","org/jsoup/nodes/Element.java"
"jsou_83",523,"if (evaluator.matches(root, el))","if (true)","org/jsoup/nodes/Element.java"
"jsou_84",524,"return el;","return null;","org/jsoup/nodes/Element.java"
"jsou_85",526,"} while (el != null);","} while (false);","org/jsoup/nodes/Element.java"
"jsou_86",526,"} while (el != null);","} while (true);","org/jsoup/nodes/Element.java"
"jsou_87",834,"if (id().length() > 0) {","if (id().length() >= 0) {","org/jsoup/nodes/Element.java"
"jsou_88",834,"if (id().length() > 0) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_89",834,"if (id().length() > 0) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_90",838,"if (doc != null) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_91",838,"if (doc != null) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_92",840,"if (els.size() == 1 && els.get(0) == this) // otherwise, continue to the nth-child impl","if (false && els.get(0) == this) // otherwise, continue to the nth-child impl","org/jsoup/nodes/Element.java"
"jsou_93",840,"if (els.size() == 1 && els.get(0) == this) // otherwise, continue to the nth-child impl","if (true && els.get(0) == this) // otherwise, continue to the nth-child impl","org/jsoup/nodes/Element.java"
"jsou_94",840,"if (els.size() == 1 && els.get(0) == this) // otherwise, continue to the nth-child impl","if (els.size() == 1 && false) // otherwise, continue to the nth-child impl","org/jsoup/nodes/Element.java"
"jsou_95",840,"if (els.size() == 1 && els.get(0) == this) // otherwise, continue to the nth-child impl","if (els.size() == 1 && true) // otherwise, continue to the nth-child impl","org/jsoup/nodes/Element.java"
"jsou_96",841,"return idSel;","return """";","org/jsoup/nodes/Element.java"
"jsou_97",843,"return idSel; // no ownerdoc, return the ID selector","return """"; // no ownerdoc, return the ID selector","org/jsoup/nodes/Element.java"
"jsou_98",851,"if (classes.length() > 0)","if (classes.length() >= 0)","org/jsoup/nodes/Element.java"
"jsou_99",851,"if (classes.length() > 0)","if (false)","org/jsoup/nodes/Element.java"
"jsou_100",851,"if (classes.length() > 0)","if (true)","org/jsoup/nodes/Element.java"
"jsou_101",854,"if (parent() == null || parent() instanceof Document) // don't add Document to selector, as will always have a html node","if (false || parent() instanceof Document) // don't add Document to selector, as will always have a html node","org/jsoup/nodes/Element.java"
"jsou_102",854,"if (parent() == null || parent() instanceof Document) // don't add Document to selector, as will always have a html node","if (true || parent() instanceof Document) // don't add Document to selector, as will always have a html node","org/jsoup/nodes/Element.java"
"jsou_103",854,"if (parent() == null || parent() instanceof Document) // don't add Document to selector, as will always have a html node","if (parent() == null || false) // don't add Document to selector, as will always have a html node","org/jsoup/nodes/Element.java"
"jsou_104",854,"if (parent() == null || parent() instanceof Document) // don't add Document to selector, as will always have a html node","if (parent() == null || true) // don't add Document to selector, as will always have a html node","org/jsoup/nodes/Element.java"
"jsou_105",855,"return selector.toString();","return """";","org/jsoup/nodes/Element.java"
"jsou_106",858,"if (parent().select(selector.toString()).size() > 1)","if (parent().select(selector.toString()).size() >= 1)","org/jsoup/nodes/Element.java"
"jsou_107",858,"if (parent().select(selector.toString()).size() > 1)","if (false)","org/jsoup/nodes/Element.java"
"jsou_108",858,"if (parent().select(selector.toString()).size() > 1)","if (true)","org/jsoup/nodes/Element.java"
"jsou_109",860,""":nth-child(%d)"", elementSiblingIndex() + 1));",""":nth-child(%d)"", elementSiblingIndex() - 1));","org/jsoup/nodes/Element.java"
"jsou_110",862,"return parent().cssSelector() + selector.toString();","return """";","org/jsoup/nodes/Element.java"
"jsou_111",1495,"if (childNode instanceof DataNode) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_112",1495,"if (childNode instanceof DataNode) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_113",1498,"} else if (childNode instanceof Comment) {","} else if (false) {","org/jsoup/nodes/Element.java"
"jsou_114",1498,"} else if (childNode instanceof Comment) {","} else if (true) {","org/jsoup/nodes/Element.java"
"jsou_115",1501,"} else if (childNode instanceof Element) {","} else if (false) {","org/jsoup/nodes/Element.java"
"jsou_116",1501,"} else if (childNode instanceof Element) {","} else if (true) {","org/jsoup/nodes/Element.java"
"jsou_117",1505,"} else if (childNode instanceof CDataNode) {","} else if (false) {","org/jsoup/nodes/Element.java"
"jsou_118",1505,"} else if (childNode instanceof CDataNode) {","} else if (true) {","org/jsoup/nodes/Element.java"
"jsou_119",1512,"return StringUtil.releaseBuilder(sb);","return """";","org/jsoup/nodes/Element.java"
"jsou_120",397,"if (node instanceof DataNode)","if (false)","org/jsoup/nodes/Element.java"
"jsou_121",397,"if (node instanceof DataNode)","if (true)","org/jsoup/nodes/Element.java"
"jsou_122",400,"return Collections.unmodifiableList(dataNodes);","return Collections.emptyList();","org/jsoup/nodes/Element.java"
"jsou_123",259,"return attributes().dataset();","return Collections.emptyMap();","org/jsoup/nodes/Element.java"
"jsou_124",1776,"clone.attributes = attributes != null ? attributes.clone() : null;","clone.attributes = false ? attributes.clone() : null;","org/jsoup/nodes/Element.java"
"jsou_125",1776,"clone.attributes = attributes != null ? attributes.clone() : null;","clone.attributes = true ? attributes.clone() : null;","org/jsoup/nodes/Element.java"
"jsou_126",1780,"return clone;","return null;","org/jsoup/nodes/Element.java"
"jsou_127",960,"if (parent() == null) return 0;","if (false) return 0;","org/jsoup/nodes/Element.java"
"jsou_128",960,"if (parent() == null) return 0;","if (true) return 0;","org/jsoup/nodes/Element.java"
"jsou_129",961,"return indexInList(this, parent().childElementsList());","return 0;","org/jsoup/nodes/Element.java"
"jsou_130",808,"childNodes.clear();","// removed call to clear()","org/jsoup/nodes/Element.java"
"jsou_131",809,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_132",1687,"return Range.of(this, false);","return null;","org/jsoup/nodes/Element.java"
"jsou_133",98,"if (childNodes == EmptyNodes) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_134",98,"if (childNodes == EmptyNodes) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_135",101,"return childNodes;","return Collections.emptyList();","org/jsoup/nodes/Element.java"
"jsou_136",471,"return (Element) Validate.ensureNotNull(","return null;","org/jsoup/nodes/Element.java"
"jsou_137",473,"parent() != null ?","false ?","org/jsoup/nodes/Element.java"
"jsou_138",473,"parent() != null ?","true ?","org/jsoup/nodes/Element.java"
"jsou_139",1832,"return  (Element) super.filter(nodeFilter);","return null;","org/jsoup/nodes/Element.java"
"jsou_140",994,"if (size == 0) return null;","if (false) return null;","org/jsoup/nodes/Element.java"
"jsou_141",994,"if (size == 0) return null;","if (true) return null;","org/jsoup/nodes/Element.java"
"jsou_142",996,"for (int i = 0; i < size; i++) {","for (int i = 0; i <= size; i++) {","org/jsoup/nodes/Element.java"
"jsou_143",996,"for (int i = 0; i < size; i++) {","for (int i = 0; false; i++) {","org/jsoup/nodes/Element.java"
"jsou_144",996,"for (int i = 0; i < size; i++) {","for (int i = 0; true; i++) {","org/jsoup/nodes/Element.java"
"jsou_145",998,"if (node instanceof Element) return (Element) node;","if (false) return (Element) node;","org/jsoup/nodes/Element.java"
"jsou_146",998,"if (node instanceof Element) return (Element) node;","if (true) return (Element) node;","org/jsoup/nodes/Element.java"
"jsou_147",998,"if (node instanceof Element) return (Element) node;","if (node instanceof Element) return null;","org/jsoup/nodes/Element.java"
"jsou_148",947,"if (parent() != null) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_149",947,"if (parent() != null) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_150",949,"return siblings.size() > 1 ? siblings.get(0) : this;","return siblings.size() >= 1 ? siblings.get(0) : this;","org/jsoup/nodes/Element.java"
"jsou_151",949,"return siblings.size() > 1 ? siblings.get(0) : this;","return false ? siblings.get(0) : this;","org/jsoup/nodes/Element.java"
"jsou_152",949,"return siblings.size() > 1 ? siblings.get(0) : this;","return true ? siblings.get(0) : this;","org/jsoup/nodes/Element.java"
"jsou_153",949,"return siblings.size() > 1 ? siblings.get(0) : this;","return null;","org/jsoup/nodes/Element.java"
"jsou_154",951,"return this; // orphan is its own first sibling","return null; // orphan is its own first sibling","org/jsoup/nodes/Element.java"
"jsou_155",1822,"Validate.notNull(action);","// removed call to notNull()","org/jsoup/nodes/Element.java"
"jsou_156",1823,"NodeTraversor.traverse((node, depth) -> {","NodeTraversor.traverse((node, depth) -> {  // removed call to traverse()","org/jsoup/nodes/Element.java"
"jsou_157",1827,"return this;","return null;","org/jsoup/nodes/Element.java"
"jsou_158",1811,"return (Element) super.forEachNode(action);","return null;","org/jsoup/nodes/Element.java"
"jsou_159",1286,"return Collector.collect(new Evaluator.AllElements(), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_160",1045,"Validate.notEmpty(id);","// removed call to notEmpty()","org/jsoup/nodes/Element.java"
"jsou_161",1048,"if (elements.size() > 0)","if (elements.size() >= 0)","org/jsoup/nodes/Element.java"
"jsou_162",1048,"if (elements.size() > 0)","if (false)","org/jsoup/nodes/Element.java"
"jsou_163",1048,"if (elements.size() > 0)","if (true)","org/jsoup/nodes/Element.java"
"jsou_164",1049,"return elements.get(0);","return null;","org/jsoup/nodes/Element.java"
"jsou_165",1078,"Validate.notEmpty(key);","// removed call to notEmpty()","org/jsoup/nodes/Element.java"
"jsou_166",1081,"return Collector.collect(new Evaluator.Attribute(key), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_167",1091,"Validate.notEmpty(keyPrefix);","// removed call to notEmpty()","org/jsoup/nodes/Element.java"
"jsou_168",1094,"return Collector.collect(new Evaluator.AttributeStarting(keyPrefix), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_169",1105,"return Collector.collect(new Evaluator.AttributeWithValue(key, value), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_170",1149,"return Collector.collect(new Evaluator.AttributeWithValueContaining(key, match), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_171",1138,"return Collector.collect(new Evaluator.AttributeWithValueEnding(key, valueSuffix), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_172",1176,"return getElementsByAttributeValueMatching(key, pattern);","return null;","org/jsoup/nodes/Element.java"
"jsou_173",1159,"return Collector.collect(new Evaluator.AttributeWithValueMatching(key, pattern), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_174",1116,"return Collector.collect(new Evaluator.AttributeWithValueNot(key, value), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_175",1127,"return Collector.collect(new Evaluator.AttributeWithValueStarting(key, valuePrefix), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_176",1066,"Validate.notEmpty(className);","// removed call to notEmpty()","org/jsoup/nodes/Element.java"
"jsou_177",1068,"return Collector.collect(new Evaluator.Class(className), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_178",1203,"return Collector.collect(new Evaluator.IndexEquals(index), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_179",1194,"return Collector.collect(new Evaluator.IndexGreaterThan(index), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_180",1185,"return Collector.collect(new Evaluator.IndexLessThan(index), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_181",1029,"Validate.notEmpty(tagName);","// removed call to notEmpty()","org/jsoup/nodes/Element.java"
"jsou_182",1032,"return Collector.collect(new Evaluator.Tag(tagName), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_183",1225,"return Collector.collect(new Evaluator.ContainsOwnText(searchText), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_184",1214,"return Collector.collect(new Evaluator.ContainsText(searchText), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_185",1277,"return getElementsMatchingOwnText(pattern);","return null;","org/jsoup/nodes/Element.java"
"jsou_186",1261,"return Collector.collect(new Evaluator.MatchesOwn(pattern), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_187",1251,"return getElementsMatchingText(pattern);","return null;","org/jsoup/nodes/Element.java"
"jsou_188",1235,"return Collector.collect(new Evaluator.Matches(pattern), this);","return null;","org/jsoup/nodes/Element.java"
"jsou_189",106,"return attributes != null;","return false;","org/jsoup/nodes/Element.java"
"jsou_190",106,"return attributes != null;","return true;","org/jsoup/nodes/Element.java"
"jsou_191",106,"return attributes != null;","return true;","org/jsoup/nodes/Element.java"
"jsou_192",94,"return childNodes != EmptyNodes;","return false;","org/jsoup/nodes/Element.java"
"jsou_193",94,"return childNodes != EmptyNodes;","return true;","org/jsoup/nodes/Element.java"
"jsou_194",94,"return childNodes != EmptyNodes;","return true;","org/jsoup/nodes/Element.java"
"jsou_195",1560,"if (attributes == null)","if (false)","org/jsoup/nodes/Element.java"
"jsou_196",1560,"if (attributes == null)","if (true)","org/jsoup/nodes/Element.java"
"jsou_197",1561,"return false;","return true;","org/jsoup/nodes/Element.java"
"jsou_198",1567,"if (len == 0 || len < wantLen) {","if (false || len < wantLen) {","org/jsoup/nodes/Element.java"
"jsou_199",1567,"if (len == 0 || len < wantLen) {","if (true || len < wantLen) {","org/jsoup/nodes/Element.java"
"jsou_200",1567,"if (len == 0 || len < wantLen) {","if (len == 0 || len <= wantLen) {","org/jsoup/nodes/Element.java"
"jsou_201",1567,"if (len == 0 || len < wantLen) {","if (len == 0 || false) {","org/jsoup/nodes/Element.java"
"jsou_202",1567,"if (len == 0 || len < wantLen) {","if (len == 0 || true) {","org/jsoup/nodes/Element.java"
"jsou_203",1568,"return false;","return true;","org/jsoup/nodes/Element.java"
"jsou_204",1572,"if (len == wantLen) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_205",1572,"if (len == wantLen) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_206",1573,"return className.equalsIgnoreCase(classAttr);","return false;","org/jsoup/nodes/Element.java"
"jsou_207",1573,"return className.equalsIgnoreCase(classAttr);","return true;","org/jsoup/nodes/Element.java"
"jsou_208",1579,"for (int i = 0; i < len; i++) {","for (int i = 0; i <= len; i++) {","org/jsoup/nodes/Element.java"
"jsou_209",1579,"for (int i = 0; i < len; i++) {","for (int i = 0; false; i++) {","org/jsoup/nodes/Element.java"
"jsou_210",1579,"for (int i = 0; i < len; i++) {","for (int i = 0; true; i++) {","org/jsoup/nodes/Element.java"
"jsou_211",1580,"if (Character.isWhitespace(classAttr.charAt(i))) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_212",1580,"if (Character.isWhitespace(classAttr.charAt(i))) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_213",1581,"if (inClass) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_214",1581,"if (inClass) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_215",1583,"if (i - start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","if (i + start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","org/jsoup/nodes/Element.java"
"jsou_216",1583,"if (i - start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","if (false && classAttr.regionMatches(true, start, className, 0, wantLen)) {","org/jsoup/nodes/Element.java"
"jsou_217",1583,"if (i - start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","if (true && classAttr.regionMatches(true, start, className, 0, wantLen)) {","org/jsoup/nodes/Element.java"
"jsou_218",1583,"if (i - start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","if (i - start == wantLen && false) {","org/jsoup/nodes/Element.java"
"jsou_219",1583,"if (i - start == wantLen && classAttr.regionMatches(true, start, className, 0, wantLen)) {","if (i - start == wantLen && true) {","org/jsoup/nodes/Element.java"
"jsou_220",1584,"return true;","return false;","org/jsoup/nodes/Element.java"
"jsou_221",1589,"if (!inClass) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_222",1589,"if (!inClass) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_223",1598,"if (inClass && len - start == wantLen) {","if (inClass && false) {","org/jsoup/nodes/Element.java"
"jsou_224",1598,"if (inClass && len - start == wantLen) {","if (inClass && true) {","org/jsoup/nodes/Element.java"
"jsou_225",1598,"if (inClass && len - start == wantLen) {","if (inClass && len + start == wantLen) {","org/jsoup/nodes/Element.java"
"jsou_226",1598,"if (inClass && len - start == wantLen) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_227",1598,"if (inClass && len - start == wantLen) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_228",1599,"return classAttr.regionMatches(true, start, className, 0, wantLen);","return false;","org/jsoup/nodes/Element.java"
"jsou_229",1599,"return classAttr.regionMatches(true, start, className, 0, wantLen);","return true;","org/jsoup/nodes/Element.java"
"jsou_230",1602,"return false;","return true;","org/jsoup/nodes/Element.java"
"jsou_231",1469,"if (child instanceof TextNode) {","if (false) {","org/jsoup/nodes/Element.java"
"jsou_232",1469,"if (child instanceof TextNode) {","if (true) {","org/jsoup/nodes/Element.java"
"jsou_233",1471,"if (!textNode.isBlank())","if (false)","org/jsoup/nodes/Element.java"
"jsou_234",1471,"if (!textNode.isBlank())","if (true)","org/jsoup/nodes/Element.java"
"jsou_235",1472,"return true;","return false;","org/jsoup/nodes/Element.java"
"jsou_236",1473,"} else if (child instanceof Element) {","} else if (false) {","org/jsoup/nodes/Element.java"
"jsou_237",1473,"} else if (child instanceof Element) {","} else if (true) {","org/jsoup/nodes/Element.java"
"jsou_238",1475,"if (el.hasText())","if (false)","org/jsoup/nodes/Element.java"
"jsou_239",1475,"if (el.hasText())","if (true)","org/jsoup/nodes/Element.java"
"jsou_240",1476,"return true;","return false;","org/jsoup/nodes/Element.java"
"jsou_241",1479,"return false;","return true;","org/jsoup/nodes/Element.java"
"jsou_242",1738,"return NodeUtils.outputSettings(this).prettyPrint() ? html.trim() : html;","return false ? html.trim() : html;","org/jsoup/nodes/Element.java"
"jsou_243",1738,"return NodeUtils.outputSettings(this).prettyPrint() ? html.trim() : html;","return true ? html.trim() : html;","org/jsoup/nodes/Element.java"
"jsou_244",1738,"return NodeUtils.outputSettings(this).prettyPrint() ? html.trim() : html;","return """";","org/jsoup/nodes/Element.java"
"jsou_245",1744,"for (int i = 0; i < size; i++)","for (int i = 0; i <= size; i++)","org/jsoup/nodes/Element.java"
"jsou_246",1744,"for (int i = 0; i < size; i++)","for (int i = 0; false; i++)","org/jsoup/nodes/Element.java"
"jsou_247",1744,"for (int i = 0; i < size; i++)","for (int i = 0; true; i++)","org/jsoup/nodes/Element.java"
"jsou_248",1745,"childNodes.get(i).outerHtml(appendable);","childNodes.get(i).  // removed call to outerHtml()","org/jsoup/nodes/Element.java"
"jsou_249",1747,"return appendable;","return null;","org/jsoup/nodes/Element.java"
"jsou_250",1759,"return this;","return null;","org/jsoup/nodes/Element.java"
