"id","line_no","original_line","mutated_line","source_filepath"
"bean_34",324,"if (isReadable(orig, name) && isWriteable(dest, name)) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_35",327,"if (dest instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_36",327,"if (dest instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_37",328,"((DynaBean) dest).set(name, value);","((DynaBean) dest).  // removed call to set()","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_38",330,"setSimpleProperty(dest, name, value);","// removed call to setSimpleProperty()","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_39",367,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_40",367,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_41",371,"if (bean instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_42",371,"if (bean instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_43",383,"if (descriptor.getReadMethod() != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_44",383,"if (descriptor.getReadMethod() != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_45",388,"return (description);","return Collections.emptyMap();","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_46",2246,"bi.introspect(ictx);","// removed call to introspect()","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_47",2252,"return new BeanIntrospectionData(ictx.getPropertyDescriptors());","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_48",421,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_49",421,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_50",424,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_51",424,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_52",438,"if (index < 0) {","if (index <= 0) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_53",438,"if (index < 0) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_54",438,"if (index < 0) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_55",447,"return (getIndexedProperty(bean, name, index));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_56",479,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_57",479,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_58",482,"if (name == null || name.length() == 0) {","if (false || name.length() == 0) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_59",482,"if (name == null || name.length() == 0) {","if (true || name.length() == 0) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_60",482,"if (name == null || name.length() == 0) {","if (name == null || false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_61",482,"if (name == null || name.length() == 0) {","if (name == null || true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_62",483,"if (bean.getClass().isArray()) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_63",483,"if (bean.getClass().isArray()) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_64",484,"return Array.get(bean, index);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_65",485,"} else if (bean instanceof List) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_66",485,"} else if (bean instanceof List) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_67",486,"return ((List<?>)bean).get(index);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_68",489,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_69",489,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_70",495,"if (bean instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_71",495,"if (bean instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_72",498,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_73",498,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_74",502,"return (((DynaBean) bean).get(name, index));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_75",508,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_76",508,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_77",514,"if (descriptor instanceof IndexedPropertyDescriptor) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_78",514,"if (descriptor instanceof IndexedPropertyDescriptor) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_79",518,"if (readMethod != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_80",518,"if (readMethod != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_81",522,"return (invokeMethod(readMethod,bean, subscript));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_82",524,"if (e.getTargetException() instanceof","if (false) instanceof","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_83",524,"if (e.getTargetException() instanceof","if (true) instanceof","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_84",537,"if (readMethod == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_85",537,"if (readMethod == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_86",544,"if (!value.getClass().isArray()) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_87",544,"if (!value.getClass().isArray()) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_88",545,"if (!(value instanceof java.util.List)) {","if (!(false)) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_89",545,"if (!(value instanceof java.util.List)) {","if (!(true)) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_90",550,"return ((java.util.List<?>) value).get(index);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_91",555,"return (Array.get(value, index));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_92",107,"return BeanUtilsBean.getInstance().getPropertyUtils();","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_93",2220,"if (beanClass == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_94",2220,"if (beanClass == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_95",2226,"if (data == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_96",2226,"if (data == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_97",2231,"return data;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_98",589,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_99",589,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_100",592,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_101",592,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_102",606,"if (key == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_103",606,"if (key == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_104",615,"return (getMappedProperty(bean, name, key));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_105",641,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_106",641,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_107",644,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_108",644,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_109",648,"if (key == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_110",648,"if (key == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_111",654,"if (bean instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_112",654,"if (bean instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_113",657,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_114",657,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_115",661,"return (((DynaBean) bean).get(name, key));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_116",668,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_117",668,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_118",673,"if (descriptor instanceof MappedPropertyDescriptor) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_119",673,"if (descriptor instanceof MappedPropertyDescriptor) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_120",678,"if (readMethod != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_121",678,"if (readMethod != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_122",690,"if (readMethod != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_123",690,"if (readMethod != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_124",693,"if (invokeResult instanceof java.util.Map) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_125",693,"if (invokeResult instanceof java.util.Map) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_126",702,"return result;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_127",719,"if (beanClass == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_128",719,"if (beanClass == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_129",724,"return mappedDescriptorsCache.get(beanClass);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_130",741,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_131",741,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_132",744,"return (getMappedPropertyDescriptors(bean.getClass()));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_133",772,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_134",772,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_135",775,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_136",775,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_137",781,"while (resolver.hasNested(name)) {","while (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_138",781,"while (resolver.hasNested(name)) {","while (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_139",784,"if (bean instanceof Map) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_140",784,"if (bean instanceof Map) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_141",786,"} else if (resolver.isMapped(next)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_142",786,"} else if (resolver.isMapped(next)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_143",788,"} else if (resolver.isIndexed(next)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_144",788,"} else if (resolver.isIndexed(next)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_145",793,"if (nestedBean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_146",793,"if (nestedBean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_147",802,"if (bean instanceof Map) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_148",802,"if (bean instanceof Map) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_149",804,"} else if (resolver.isMapped(name)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_150",804,"} else if (resolver.isMapped(name)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_151",806,"} else if (resolver.isIndexed(name)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_152",806,"} else if (resolver.isIndexed(name)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_153",811,"return bean;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_154",885,"return (getNestedProperty(bean, name));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_155",925,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_156",925,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_157",928,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_158",928,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_159",934,"while (resolver.hasNested(name)) {","while (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_160",934,"while (resolver.hasNested(name)) {","while (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_161",937,"if (nestedBean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_162",937,"if (nestedBean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_163",951,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_164",951,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_165",957,"if (result != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_166",957,"if (result != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_167",958,"return result;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_168",963,"if (mappedDescriptors == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_169",963,"if (mappedDescriptors == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_170",965,"mappedDescriptors.setFast(true);","// removed call to setFast()","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_171",969,"if (result == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_172",969,"if (result == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_173",978,"if (result != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_174",978,"if (result != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_175",983,"return result;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_176",1003,"return getIntrospectionData(beanClass).getDescriptors();","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_177",1021,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_178",1021,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_179",1024,"return (getPropertyDescriptors(bean.getClass()));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_180",1063,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_181",1063,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_182",1066,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_183",1066,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_184",1073,"if (descriptor != null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_185",1073,"if (descriptor != null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_186",1074,"return (descriptor.getPropertyEditorClass());","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_187",843,"if (resolver.isMapped(propertyName)) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_188",843,"if (resolver.isMapped(propertyName)) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_189",845,"if (name == null || name.length() == 0) {","if (false || name.length() == 0) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_190",845,"if (name == null || name.length() == 0) {","if (true || name.length() == 0) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_191",845,"if (name == null || name.length() == 0) {","if (name == null || false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_192",845,"if (name == null || name.length() == 0) {","if (name == null || true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_193",850,"if (resolver.isIndexed(propertyName) ||","if (false) ||","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_194",850,"if (resolver.isIndexed(propertyName) ||","if (true) ||","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_195",857,"return bean.get(propertyName);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_196",1118,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_197",1118,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_198",1121,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_199",1121,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_200",1127,"while (resolver.hasNested(name)) {","while (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_201",1127,"while (resolver.hasNested(name)) {","while (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_202",1130,"if (nestedBean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_203",1130,"if (nestedBean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_204",1143,"if (bean instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_205",1143,"if (bean instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_206",1146,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_207",1146,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_208",1150,"if (type == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_209",1150,"if (type == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_210",1152,"} else if (type.isArray()) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_211",1152,"} else if (type.isArray()) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_212",1153,"return (type.getComponentType());","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_213",1155,"return (type);","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_214",1161,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_215",1161,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_216",1163,"} else if (descriptor instanceof IndexedPropertyDescriptor) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_217",1163,"} else if (descriptor instanceof IndexedPropertyDescriptor) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_218",1164,"return (((IndexedPropertyDescriptor) descriptor).","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_219",1166,"} else if (descriptor instanceof MappedPropertyDescriptor) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_220",1166,"} else if (descriptor instanceof MappedPropertyDescriptor) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_221",1167,"return (((MappedPropertyDescriptor) descriptor).","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_222",1170,"return (descriptor.getPropertyType());","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_223",1187,"return (MethodUtils.getAccessibleMethod(descriptor.getReadMethod()));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_224",1203,"return (MethodUtils.getAccessibleMethod(clazz, descriptor.getReadMethod()));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_225",158,"return resolver;","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_226",1230,"if (bean == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_227",1230,"if (bean == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_228",1233,"if (name == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_229",1233,"if (name == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_230",1239,"if (resolver.hasNested(name)) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_231",1239,"if (resolver.hasNested(name)) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_232",1243,"} else if (resolver.isIndexed(name)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_233",1243,"} else if (resolver.isIndexed(name)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_234",1247,"} else if (resolver.isMapped(name)) {","} else if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_235",1247,"} else if (resolver.isMapped(name)) {","} else if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_236",1254,"if (bean instanceof DynaBean) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_237",1254,"if (bean instanceof DynaBean) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_238",1257,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_239",1257,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_240",1262,"return (((DynaBean) bean).get(name));","return null;","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_241",1268,"if (descriptor == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_242",1268,"if (descriptor == null) {","if (true) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
"bean_243",1273,"if (readMethod == null) {","if (false) {","org/apache/commons/beanutils/PropertyUtilsBean.java"
